,Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,SOS,Rk,PTS.1,TS%,eFG%,Pos,Player-additional
2347,Christian Drejer,2003-04,Florida,SEC,SO,20.0,20.0,29.5,3.7,7.9,0.468,2.6,5.1,0.51,1.1,2.8,0.393,1.7,2.2,0.75,0.8,4.0,4.8,4.0,1.0,0.3,2.5,2.7,10.2,,9.19,,,,,,
2348,Romain Sato,2000-01,Xavier,A-10,FR,29.0,29.0,30.2,3.3,8.5,0.386,1.0,2.5,0.417,2.2,6.0,0.374,1.9,2.6,0.73,1.7,3.7,5.4,1.4,0.9,0.3,1.0,2.2,10.7,,4.6,,,,,,
2349,Romain Sato,2001-02,Xavier,A-10,SO,32.0,32.0,34.6,5.2,11.2,0.462,2.6,5.0,0.522,2.6,6.3,0.415,3.1,4.5,0.688,2.0,4.6,6.6,1.8,0.9,0.7,1.8,2.8,16.1,,4.1,,,,,,
2350,Romain Sato,2002-03,Xavier,A-10,JR,32.0,32.0,36.9,5.7,13.8,0.411,3.1,6.1,0.5,2.6,7.7,0.34,4.1,5.1,0.809,1.9,5.2,7.1,2.3,1.0,0.3,1.9,2.2,18.1,,4.62,,,,,,
2351,Romain Sato,2003-04,Xavier,A-10,SR,37.0,37.0,36.9,4.8,12.0,0.404,2.8,6.2,0.456,2.0,5.8,0.349,4.6,5.5,0.829,2.0,6.0,8.0,2.3,1.3,0.1,1.7,2.4,16.3,,5.84,,,,,,
2352,Matt Freije,2000-01,Vanderbilt,SEC,FR,27.0,18.0,23.9,3.6,7.3,0.497,2.8,5.1,0.543,0.9,2.2,0.39,2.3,2.9,0.792,1.6,2.9,4.4,0.6,0.2,1.0,1.3,2.1,10.4,,8.97,,,,,,
2353,Matt Freije,2001-02,Vanderbilt,SEC,SO,32.0,32.0,29.3,5.3,11.5,0.466,4.3,8.4,0.511,1.0,3.0,0.34,3.4,4.4,0.768,1.4,3.8,5.1,1.1,0.8,0.3,1.7,2.7,15.1,,7.56,,,,,,
2354,Matt Freije,2002-03,Vanderbilt,SEC,JR,29.0,28.0,31.1,6.1,13.9,0.443,3.9,7.5,0.521,2.2,6.4,0.351,3.4,4.3,0.798,1.3,3.1,4.4,1.1,0.9,0.4,1.7,2.3,17.9,,9.36,,,,,,
2355,Matt Freije,2003-04,Vanderbilt,SEC,SR,33.0,33.0,29.8,5.6,13.5,0.415,3.7,8.2,0.452,1.9,5.3,0.356,5.3,6.7,0.788,2.0,3.4,5.4,0.9,0.7,0.6,1.0,1.6,18.4,,7.57,,,,,,
2356,Rickey Paulding,2000-01,Missouri,Big 12,FR,33.0,8.0,17.2,2.7,6.5,0.421,2.4,4.8,0.494,0.4,1.7,0.214,1.2,1.7,0.679,1.1,1.3,2.4,0.9,0.5,0.2,1.8,1.5,7.0,,9.2,,,,,,
2357,Rickey Paulding,2001-02,Missouri,Big 12,SO,35.0,23.0,26.1,4.2,8.2,0.51,2.8,5.0,0.554,1.4,3.2,0.442,2.1,2.9,0.73,1.8,2.1,3.9,1.5,1.0,0.5,1.8,1.5,11.9,,6.8,,,,,,
2358,Rickey Paulding,2002-03,Missouri,Big 12,JR,33.0,33.0,34.9,6.0,13.4,0.45,3.8,7.5,0.498,2.3,5.8,0.389,3.0,3.8,0.8,1.9,3.6,5.5,2.2,0.7,0.4,2.4,2.3,17.4,,10.15,,,,,,
2359,Rickey Paulding,2003-04,Missouri,Big 12,SR,30.0,30.0,35.0,4.8,12.1,0.397,3.0,6.8,0.439,1.8,5.3,0.342,3.7,4.7,0.787,1.9,2.4,4.3,2.8,1.0,0.4,2.6,1.9,15.1,,9.04,,,,,,
2360,Luis Flores,1999-00,Rutgers,Big East,FR,29.0,0.0,10.8,1.3,2.8,0.463,1.2,2.3,0.53,0.1,0.6,0.188,1.2,1.7,0.729,0.4,1.0,1.4,0.8,0.5,0.0,1.2,0.9,3.9,,4.4,,,,,,
2361,Luis Flores,2000-01,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,Luis Flores,2001-02,Manhattan,MAAC,SO,29.0,28.0,36.4,6.2,13.6,0.456,4.9,10.3,0.47,1.3,3.3,0.411,5.7,6.5,0.872,1.7,2.3,3.9,2.4,1.5,0.2,3.3,2.8,19.4,,-5.39,,,,,,
2363,Luis Flores,2002-03,Manhattan,MAAC,JR,30.0,30.0,38.9,7.7,16.9,0.455,5.8,12.1,0.482,1.9,4.8,0.386,7.4,8.2,0.902,1.6,4.0,5.6,2.9,1.9,0.4,3.3,2.3,24.6,,-1.99,,,,,,
2364,Luis Flores,2003-04,Manhattan,MAAC,SR,31.0,31.0,36.2,7.5,17.1,0.442,5.4,11.2,0.478,2.2,5.9,0.374,6.7,7.8,0.863,1.2,2.8,3.9,1.6,1.9,0.1,2.4,2.5,24.0,,-1.25,,,,,,
2365,Marcus Douthit,2000-01,Providence,Big East,FR,31.0,2.0,15.6,2.2,4.6,0.483,2.2,4.6,0.483,0.0,0.0,,1.0,1.3,0.75,1.5,2.5,4.0,1.0,0.5,1.6,1.9,3.0,5.4,,5.44,,,,,,
2366,Marcus Douthit,2001-02,Providence,Big East,SO,30.0,14.0,17.8,2.3,5.2,0.433,2.3,5.2,0.433,0.0,0.0,,0.7,1.4,0.476,1.2,3.0,4.2,1.2,0.5,1.8,2.5,2.6,5.2,,4.55,,,,,,
2367,Marcus Douthit,2002-03,Providence,Big East,JR,32.0,16.0,21.2,1.8,4.7,0.393,1.8,4.7,0.396,0.0,0.0,0.0,1.4,2.0,0.73,1.6,3.0,4.6,1.5,0.9,3.0,2.2,2.6,5.1,,7.83,,,,,,
2368,Marcus Douthit,2003-04,Providence,Big East,SR,29.0,29.0,29.7,2.8,6.3,0.446,2.8,6.3,0.446,0.0,0.0,,2.2,2.8,0.768,1.7,4.1,5.9,2.2,1.6,3.2,2.6,3.0,7.8,,8.21,,,,,,
2369,Blake Stepp,2000-01,Gonzaga,WCC,FR,33.0,33.0,31.0,2.9,7.3,0.398,1.0,2.2,0.451,1.9,5.2,0.376,2.5,3.3,0.771,0.5,3.1,3.6,3.5,1.0,0.2,2.4,1.2,10.3,,0.32,,,,,,
2370,Blake Stepp,2001-02,Gonzaga,WCC,SO,31.0,29.0,26.6,2.7,6.9,0.391,1.2,2.7,0.446,1.5,4.3,0.356,2.2,2.8,0.802,0.5,3.2,3.8,3.9,0.9,0.1,2.2,1.6,9.2,,0.75,,,,,,
2371,Blake Stepp,2002-03,Gonzaga,WCC,JR,33.0,33.0,35.5,5.3,12.3,0.431,2.3,4.9,0.472,3.0,7.4,0.403,4.4,5.3,0.833,0.6,3.1,3.7,6.0,1.6,0.1,3.3,2.0,18.0,,3.8,,,,,,
2372,Blake Stepp,2003-04,Gonzaga,WCC,SR,31.0,31.0,33.1,4.6,10.7,0.431,2.1,3.9,0.525,2.5,6.8,0.376,2.8,3.4,0.83,0.8,3.7,4.6,6.7,1.2,0.1,3.0,1.9,14.6,,3.32,,,,,,
2373,Rashad Wright,2000-01,Georgia,SEC,FR,31.0,22.0,28.9,1.6,4.5,0.348,1.1,3.0,0.362,0.5,1.5,0.319,1.1,2.2,0.507,0.7,2.3,3.0,3.3,0.8,0.2,2.2,2.1,4.7,,12.75,,,,,,
2374,Rashad Wright,2001-02,Georgia,SEC,SO,32.0,32.0,32.8,2.9,6.7,0.437,2.3,4.4,0.521,0.7,2.3,0.28,2.5,3.3,0.771,0.7,1.7,2.4,4.8,1.7,0.3,2.1,2.1,9.1,,9.24,,,,,,
2375,Rashad Wright,2002-03,Georgia,SEC,JR,27.0,27.0,33.3,2.4,6.7,0.365,1.7,4.2,0.412,0.7,2.5,0.284,2.2,3.0,0.72,0.4,2.2,2.6,5.5,1.3,0.4,1.9,2.0,7.8,,11.3,,,,,,
2376,Rashad Wright,2003-04,Georgia,SEC,SR,29.0,29.0,37.1,4.6,10.9,0.424,2.3,5.1,0.456,2.3,5.8,0.396,2.8,4.1,0.683,0.4,2.5,2.9,3.0,1.8,0.4,2.2,1.8,14.4,,8.16,,,,,,
2377,Carmelo Anthony,2002-03,Syracuse,Big East,FR,35.0,35.0,36.4,7.9,17.5,0.453,6.3,12.7,0.496,1.6,4.7,0.337,4.8,6.8,0.706,2.9,7.1,10.0,2.2,1.6,0.9,2.2,2.2,22.2,,9.02,,,,,,
2378,Chris Bosh,2002-03,Georgia Tech,ACC,FR,31.0,31.0,31.0,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,3.1,5.9,9.0,1.2,1.0,2.2,2.3,2.4,15.6,,7.94,,,,,,
2379,Dwyane Wade,2001-02,Marquette,CUSA,SO,32.0,32.0,29.2,7.0,14.3,0.487,6.4,12.7,0.505,0.6,1.6,0.346,3.3,4.8,0.69,2.5,4.1,6.6,3.4,2.5,1.1,3.0,2.5,17.8,,4.78,,,,,,
2380,Dwyane Wade,2002-03,Marquette,CUSA,JR,33.0,33.0,32.1,7.6,15.2,0.501,7.2,13.8,0.519,0.4,1.3,0.318,5.9,7.5,0.779,1.8,4.5,6.3,4.4,2.2,1.3,3.2,2.3,21.5,,7.28,,,,,,
2381,Chris Kaman,2000-01,Central Michigan,MAC,FR,28.0,1.0,18.6,3.8,6.5,0.574,3.8,6.5,0.574,0.0,0.0,,2.3,3.2,0.7,1.7,3.1,4.8,0.2,0.5,1.6,1.8,2.4,9.8,,0.01,,,,,,
2382,Chris Kaman,2001-02,Central Michigan,MAC,SO,24.0,13.0,25.2,4.0,6.6,0.614,4.0,6.6,0.614,0.0,0.0,,3.7,5.7,0.65,2.8,5.5,8.3,0.9,0.4,1.6,2.9,2.8,11.8,,1.35,,,,,,
2383,Chris Kaman,2002-03,Central Michigan,MAC,JR,31.0,31.0,34.0,7.9,12.6,0.622,7.9,12.6,0.622,0.0,0.0,,6.6,8.9,0.749,3.6,8.4,12.0,1.2,0.6,3.2,4.4,3.2,22.4,,1.79,,,,,,
2384,Kirk Hinrich,1999-00,Kansas,Big 12,FR,34.0,13.0,21.4,2.0,4.7,0.429,1.3,2.4,0.543,0.7,2.4,0.313,0.7,1.0,0.735,0.5,1.9,2.4,3.6,1.0,0.5,2.6,3.0,5.5,,9.79,,,,,,
2385,Kirk Hinrich,2000-01,Kansas,Big 12,SO,33.0,33.0,32.7,3.5,7.0,0.5,1.8,3.7,0.496,1.7,3.3,0.505,2.8,3.3,0.843,0.5,3.6,4.1,6.9,1.3,0.3,3.4,3.2,11.5,,9.04,,,,,,
2386,Kirk Hinrich,2001-02,Kansas,Big 12,JR,37.0,35.0,30.9,5.4,9.9,0.541,3.6,6.2,0.579,1.8,3.7,0.478,2.3,2.8,0.808,1.2,3.6,4.8,5.0,1.6,0.4,2.7,2.6,14.8,,9.36,,,,,,
2387,Kirk Hinrich,2002-03,Kansas,Big 12,SR,37.0,37.0,33.5,6.3,13.2,0.475,3.9,7.3,0.532,2.4,5.9,0.406,2.4,3.4,0.704,1.0,2.7,3.8,3.5,1.9,0.4,2.2,2.1,17.3,,10.53,,,,,,
2388,T.J. Ford,2001-02,Texas,Big 12,FR,33.0,33.0,32.4,3.7,9.0,0.413,3.6,8.0,0.445,0.2,1.0,0.152,3.2,4.2,0.775,0.7,3.1,3.8,8.3,2.2,0.1,4.0,2.8,10.8,,9.98,,,,,,
2389,T.J. Ford,2002-03,Texas,Big 12,SO,33.0,33.0,33.6,4.8,12.0,0.401,4.3,10.0,0.429,0.5,2.1,0.265,4.8,5.9,0.82,0.6,3.2,3.9,7.7,2.0,0.2,3.2,2.5,15.0,,9.28,,,,,,
2390,Mike Sweetney,2000-01,Georgetown,Big East,FR,33.0,33.0,24.2,4.8,9.3,0.516,4.8,9.3,0.516,0.0,0.0,,3.2,5.1,0.619,3.3,4.1,7.4,1.8,0.8,0.7,2.3,2.0,12.8,,1.58,,,,,,
2391,Mike Sweetney,2001-02,Georgetown,Big East,SO,29.0,28.0,30.4,6.4,11.2,0.567,6.4,11.2,0.569,0.0,0.0,0.0,6.3,8.0,0.788,3.6,6.4,10.0,1.7,0.9,1.7,3.1,2.1,19.0,,4.2,,,,,,
2392,Mike Sweetney,2002-03,Georgetown,Big East,JR,34.0,34.0,32.4,7.8,14.2,0.547,7.8,14.1,0.55,0.0,0.1,0.0,7.3,9.9,0.738,4.0,6.3,10.4,1.9,1.5,3.2,2.1,2.8,22.8,,6.27,,,,,,
2393,Jarvis Hayes,1999-00,Western Carolina,Southern,FR,28.0,26.0,28.0,6.4,15.0,0.424,4.4,9.7,0.458,1.9,5.3,0.362,2.5,3.2,0.767,1.6,3.8,5.4,1.0,1.6,0.5,1.7,2.6,17.1,,-4.94,,,,,,
2394,Jarvis Hayes,2000-01-RS,Georgia,SEC,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,Jarvis Hayes,2001-02,Georgia,SEC,SO,29.0,29.0,33.8,7.3,16.2,0.451,5.6,11.0,0.509,1.7,5.2,0.327,2.2,2.9,0.765,1.2,4.0,5.2,1.6,1.2,0.5,2.1,1.8,18.6,,9.24,,,,,,
2396,Jarvis Hayes,2002-03,Georgia,SEC,JR,27.0,27.0,32.3,6.9,13.6,0.503,4.9,8.9,0.544,2.0,4.7,0.425,2.6,3.3,0.784,1.3,3.1,4.4,2.0,1.1,0.4,1.4,2.4,18.3,,11.3,,,,,,
2397,Nick Collison,1999-00,Kansas,Big 12,FR,34.0,33.0,22.8,4.3,8.6,0.497,4.1,8.2,0.502,0.1,0.4,0.385,1.8,2.7,0.674,2.0,4.9,6.9,1.1,1.1,0.9,2.1,2.9,10.5,,9.79,,,,,,
2398,Nick Collison,2000-01,Kansas,Big 12,SO,33.0,23.0,27.0,5.7,9.5,0.597,5.6,9.3,0.601,0.1,0.2,0.4,2.6,4.1,0.625,2.2,4.5,6.7,2.2,1.1,1.6,2.8,3.4,14.0,,9.04,,,,,,
2399,Nick Collison,2001-02,Kansas,Big 12,JR,37.0,36.0,26.8,6.6,11.2,0.592,6.5,11.0,0.596,0.1,0.2,0.375,2.3,3.9,0.575,3.4,4.9,8.3,1.7,1.1,2.2,2.5,2.9,15.6,,9.36,,,,,,
2400,Nick Collison,2002-03,Kansas,Big 12,SR,38.0,38.0,32.4,7.4,13.3,0.554,7.1,12.3,0.571,0.3,1.0,0.342,3.3,5.3,0.635,3.3,6.7,10.0,2.2,1.2,1.9,2.4,2.5,18.5,,10.53,,,,,,
2401,Marcus Banks,2001-02,UNLV,MWC,JR,31.0,31.0,32.5,5.1,10.8,0.47,4.3,8.4,0.513,0.8,2.4,0.32,4.8,6.9,0.704,1.0,2.4,3.3,3.0,2.2,0.2,3.2,3.1,15.8,,4.88,,,,,,
2402,Marcus Banks,2002-03,UNLV,MWC,SR,32.0,32.0,36.1,7.0,13.6,0.514,5.7,9.8,0.583,1.3,3.8,0.336,5.1,6.7,0.757,0.6,2.8,3.3,5.5,2.8,0.1,3.9,2.7,20.3,,4.67,,,,,,
2403,Luke Ridnour,2000-01,Oregon,Pac-10,FR,28.0,28.0,30.3,2.1,6.2,0.339,1.1,2.7,0.4,1.0,3.5,0.293,2.2,2.8,0.792,0.5,2.0,2.5,3.8,1.0,0.1,2.4,2.1,7.4,,7.91,,,,,,
2404,Luke Ridnour,2001-02,Oregon,Pac-10,SO,35.0,35.0,34.5,4.8,10.3,0.468,2.2,4.3,0.507,2.7,6.0,0.441,3.2,3.7,0.867,0.3,2.7,2.9,5.0,1.7,0.1,3.1,1.8,15.5,,6.94,,,,,,
2405,Luke Ridnour,2002-03,Oregon,Pac-10,JR,33.0,33.0,35.4,6.2,14.2,0.432,3.7,7.8,0.473,2.5,6.4,0.382,4.9,5.6,0.88,0.6,2.8,3.4,6.6,1.9,0.1,3.9,2.3,19.7,,6.11,,,,,,
2406,Reece Gaines,1999-00,Louisville,CUSA,FR,31.0,30.0,29.7,3.2,7.1,0.445,2.5,5.1,0.497,0.6,2.0,0.311,2.1,2.8,0.767,0.8,2.5,3.3,3.4,1.9,0.2,3.0,2.3,9.1,,8.76,,,,,,
2407,Reece Gaines,2000-01,Louisville,CUSA,SO,30.0,29.0,31.5,4.9,11.2,0.439,3.6,8.1,0.444,1.3,3.1,0.426,2.7,4.0,0.675,0.7,2.8,3.5,3.3,1.2,0.2,2.4,2.4,13.9,,8.67,,,,,,
2408,Reece Gaines,2001-02,Louisville,CUSA,JR,32.0,32.0,32.8,6.5,14.3,0.456,3.7,6.8,0.544,2.8,7.5,0.378,5.1,6.4,0.8,0.8,3.1,3.9,3.6,1.4,0.3,2.2,2.8,21.0,,7.36,,,,,,
2409,Reece Gaines,2002-03,Louisville,CUSA,SR,32.0,32.0,32.2,5.5,12.0,0.462,3.2,6.0,0.534,2.3,6.0,0.391,4.5,6.2,0.736,0.6,2.4,2.9,5.0,1.7,0.1,3.0,2.6,17.9,,6.84,,,,,,
2410,Troy Bell,1999-00,Boston College,Big East,FR,27.0,27.0,32.0,5.3,13.8,0.386,3.1,8.3,0.378,2.2,5.5,0.399,6.0,6.7,0.894,1.4,1.7,3.1,2.1,1.7,0.3,3.8,2.3,18.8,,5.07,,,,,,
2411,Troy Bell,2000-01,Boston College,Big East,SO,32.0,32.0,34.2,5.8,12.7,0.459,3.6,7.1,0.513,2.2,5.6,0.391,6.6,7.7,0.857,2.1,2.3,4.3,4.2,2.6,0.4,2.3,2.3,20.4,,5.19,,,,,,
2412,Troy Bell,2001-02,Boston College,Big East,JR,32.0,32.0,37.5,6.5,15.9,0.407,4.4,9.1,0.486,2.0,6.8,0.301,6.6,7.5,0.883,1.8,2.3,4.1,3.8,2.3,0.3,3.0,2.6,21.6,,5.92,,,,,,
2413,Troy Bell,2002-03,Boston College,Big East,SR,31.0,31.0,38.6,7.2,16.4,0.441,3.8,7.9,0.484,3.4,8.5,0.402,7.3,8.6,0.847,1.5,3.0,4.6,3.7,2.3,0.2,2.5,2.1,25.2,,7.24,,,,,,
2414,David West,1999-00,Xavier,A-10,FR,33.0,33.0,29.4,4.3,8.2,0.532,4.3,8.2,0.532,0.0,0.0,,3.0,4.5,0.667,4.4,4.7,9.1,1.7,1.6,1.1,1.7,2.7,11.7,,3.42,,,,,,
2415,David West,2000-01,Xavier,A-10,SO,29.0,29.0,33.7,6.0,10.9,0.551,6.0,10.9,0.552,0.0,0.0,0.0,5.8,7.8,0.74,3.7,7.2,10.9,2.0,1.4,2.1,2.7,2.8,17.8,,4.6,,,,,,
2416,David West,2001-02,Xavier,A-10,JR,32.0,32.0,34.2,6.1,11.4,0.536,5.8,10.6,0.553,0.3,0.9,0.321,5.8,7.5,0.768,2.8,6.9,9.8,1.6,1.2,2.5,3.1,2.7,18.3,,4.1,,,,,,
2417,David West,2002-03,Xavier,A-10,SR,32.0,32.0,36.5,6.7,13.0,0.513,6.4,12.2,0.524,0.3,0.8,0.346,6.5,8.0,0.816,3.1,8.7,11.8,3.2,1.3,1.6,2.7,3.0,20.1,,4.62,,,,,,
2418,Dahntay Jones,1998-99,Rutgers,Big East,FR,32.0,28.0,26.3,3.7,8.8,0.423,3.4,7.7,0.437,0.3,1.1,0.324,2.9,3.5,0.814,,,4.1,1.5,1.2,0.8,2.3,3.0,10.7,,7.22,,,,,,
2419,Dahntay Jones,1999-00,Rutgers,Big East,SO,31.0,31.0,33.6,5.4,12.9,0.414,4.1,9.3,0.441,1.3,3.6,0.345,4.0,5.6,0.709,1.4,3.2,4.6,2.0,0.9,0.6,2.7,3.2,16.0,,4.4,,,,,,
2420,Dahntay Jones,2000-01-RS,Duke,ACC,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,Dahntay Jones,2001-02,Duke,ACC,JR,35.0,32.0,28.9,4.4,8.7,0.505,4.0,7.2,0.562,0.3,1.5,0.231,2.1,2.9,0.725,1.6,2.6,4.2,1.1,0.8,0.5,1.7,2.9,11.2,,9.16,,,,,,
2422,Dahntay Jones,2002-03,Duke,ACC,SR,33.0,30.0,30.7,6.0,12.8,0.47,4.6,9.2,0.498,1.4,3.6,0.398,4.2,5.7,0.749,1.4,4.1,5.5,0.9,1.2,0.5,1.9,3.1,17.7,,8.37,,,,,,
2423,Brian Cook,1999-00,Illinois,Big Ten,FR,32.0,17.0,18.6,3.5,6.7,0.526,3.1,5.5,0.571,0.4,1.2,0.316,1.6,2.6,0.614,1.5,3.0,4.5,0.8,0.7,0.9,1.3,2.4,9.0,,9.6,,,,,,
2424,Brian Cook,2000-01,Illinois,Big Ten,SO,35.0,35.0,24.2,4.2,7.7,0.546,3.4,5.5,0.617,0.8,2.2,0.368,2.0,2.5,0.802,2.1,4.0,6.1,1.2,0.6,1.3,1.9,3.4,11.2,,11.38,,,,,,
2425,Brian Cook,2001-02,Illinois,Big Ten,JR,35.0,34.0,28.8,5.0,9.8,0.509,4.2,7.7,0.549,0.8,2.1,0.365,2.7,3.1,0.873,1.8,4.8,6.7,1.3,0.8,1.4,2.2,3.2,13.5,,9.94,,,,,,
2426,Brian Cook,2002-03,Illinois,Big Ten,SR,30.0,30.0,31.3,6.7,14.1,0.479,5.8,11.1,0.526,0.9,3.0,0.303,5.6,6.8,0.82,1.5,6.1,7.6,2.0,0.7,0.4,2.8,2.9,20.0,,6.76,,,,,,
2427,Josh Howard,1999-00,Wake Forest,ACC,FR,36.0,34.0,24.9,3.6,7.7,0.46,3.2,6.6,0.492,0.3,1.2,0.286,1.8,3.0,0.583,2.5,2.2,4.7,1.8,1.2,0.9,1.7,2.9,9.2,,8.95,,,,,,
2428,Josh Howard,2000-01,Wake Forest,ACC,SO,29.0,28.0,27.2,4.9,10.1,0.49,4.3,8.5,0.508,0.6,1.6,0.391,3.1,4.5,0.685,1.9,4.0,5.9,1.8,2.0,1.1,2.2,3.1,13.6,,10.5,,,,,,
2429,Josh Howard,2001-02,Wake Forest,ACC,JR,31.0,26.0,27.4,5.5,10.9,0.504,4.6,8.3,0.558,0.8,2.5,0.329,2.1,3.2,0.657,3.4,4.4,7.7,2.1,1.6,1.0,2.2,2.9,13.9,,10.28,,,,,,
2430,Josh Howard,2002-03,Wake Forest,ACC,SR,31.0,31.0,32.3,6.6,13.8,0.477,4.9,9.2,0.528,1.7,4.6,0.373,4.7,5.6,0.833,3.3,5.0,8.3,1.9,2.1,1.5,2.6,2.9,19.5,,6.96,,,,,,
2431,Jason Kapono,1999-00,UCLA,Pac-10,FR,33.0,33.0,32.7,5.8,11.2,0.519,3.3,5.9,0.559,2.5,5.2,0.474,2.0,2.9,0.684,1.2,3.2,4.4,1.9,1.0,0.1,2.5,2.5,16.0,,10.11,,,,,,
2432,Jason Kapono,2000-01,UCLA,Pac-10,SO,32.0,31.0,35.1,5.2,11.8,0.441,2.6,6.1,0.426,2.6,5.8,0.457,4.2,4.8,0.869,1.7,4.0,5.7,2.3,1.2,0.1,2.5,2.6,17.2,,12.07,,,,,,
2433,Jason Kapono,2001-02,UCLA,Pac-10,JR,33.0,33.0,34.6,5.2,11.2,0.459,2.5,5.4,0.466,2.6,5.8,0.453,3.1,3.6,0.856,1.4,3.7,5.1,2.1,0.6,0.1,1.9,2.0,16.0,,10.78,,,,,,
2434,Jason Kapono,2002-03,UCLA,Pac-10,SR,29.0,29.0,33.4,5.9,12.9,0.457,3.7,7.3,0.502,2.2,5.6,0.398,2.8,3.2,0.88,1.8,3.4,5.2,2.0,0.6,0.0,2.1,2.2,16.8,,9.75,,,,,,
2435,Luke Walton,1999-00,Arizona,Pac-10,FR,34.0,19.0,25.5,1.9,5.4,0.353,1.6,3.8,0.419,0.3,1.6,0.2,1.5,2.1,0.712,1.3,2.8,4.1,3.9,1.1,0.6,2.3,1.9,5.7,,9.7,,,,,,
2436,Luke Walton,2000-01,Arizona,Pac-10,SO,36.0,6.0,20.4,2.1,4.9,0.42,1.8,3.8,0.481,0.3,1.1,0.22,1.1,1.7,0.672,1.5,2.4,3.9,3.2,1.1,0.3,1.7,1.5,5.5,,12.56,,,,,,
2437,Luke Walton,2001-02,Arizona,Pac-10,JR,31.0,31.0,36.7,5.6,11.9,0.47,5.1,10.0,0.506,0.5,1.9,0.283,3.9,5.8,0.682,1.8,5.5,7.3,6.3,1.6,0.6,3.8,2.0,15.7,,12.47,,,,,,
2438,Luke Walton,2002-03,Arizona,Pac-10,SR,28.0,28.0,27.6,3.8,9.1,0.42,2.8,6.5,0.434,1.0,2.6,0.384,2.1,3.1,0.678,1.4,4.2,5.6,5.1,0.9,0.3,2.8,2.0,10.8,,8.95,,,,,,
2439,Mario Austin,2000-01,Mississippi State,SEC,FR,31.0,5.0,17.0,3.2,6.7,0.478,3.2,6.7,0.478,0.0,0.0,,1.5,2.4,0.658,1.7,1.9,3.6,0.8,0.5,0.4,1.5,1.7,7.9,,8.76,,,,,,
2440,Mario Austin,2001-02,Mississippi State,SEC,SO,35.0,35.0,30.0,6.0,10.7,0.557,5.9,10.6,0.562,0.0,0.1,0.2,4.2,6.3,0.658,2.5,5.1,7.6,1.3,0.6,0.7,2.1,2.3,16.1,,7.34,,,,,,
2441,Mario Austin,2002-03,Mississippi State,SEC,JR,25.0,24.0,32.9,6.0,11.2,0.534,5.8,10.7,0.539,0.2,0.5,0.417,3.4,5.1,0.664,2.6,5.0,7.7,1.2,1.1,0.7,2.4,2.0,15.5,,8.01,,,,,,
2442,Travis Hansen,2000-01,BYU,MWC,SO,24.0,9.0,16.6,2.0,5.0,0.408,1.8,4.3,0.427,0.2,0.7,0.294,1.2,1.6,0.718,1.0,2.0,3.0,1.1,0.6,0.2,0.7,2.0,5.5,,3.48,,,,,,
2443,Travis Hansen,2001-02,BYU,MWC,JR,30.0,30.0,31.1,4.9,11.3,0.435,3.8,8.6,0.44,1.2,2.8,0.422,4.6,6.1,0.758,1.4,4.8,6.2,1.5,0.6,0.4,2.3,3.2,15.6,,5.35,,,,,,
2444,Travis Hansen,2002-03,BYU,MWC,SR,32.0,32.0,32.0,5.3,12.0,0.441,4.2,8.7,0.48,1.1,3.3,0.34,5.1,6.4,0.799,1.7,3.1,4.8,2.4,0.9,0.6,2.6,3.0,16.8,,5.29,,,,,,
2445,Steve Blake,1999-00,Maryland,ACC,FR,35.0,33.0,31.9,2.5,6.0,0.408,1.4,3.1,0.45,1.1,2.9,0.363,1.0,1.5,0.686,0.5,2.5,3.0,6.2,2.0,0.3,3.6,2.3,7.0,,9.44,,,,,,
2446,Steve Blake,2000-01,Maryland,ACC,SO,36.0,36.0,28.8,2.3,5.8,0.399,1.3,3.2,0.404,1.0,2.6,0.394,1.3,1.8,0.714,0.7,2.3,3.0,6.9,1.6,0.2,3.1,2.3,6.9,,11.0,,,,,,
2447,Steve Blake,2001-02,Maryland,ACC,JR,36.0,36.0,32.0,2.5,6.6,0.382,1.3,3.1,0.427,1.2,3.6,0.344,1.7,2.1,0.824,0.6,3.3,3.8,7.9,1.6,0.4,3.2,2.0,8.0,,9.35,,,,,,
2448,Steve Blake,2002-03,Maryland,ACC,SR,31.0,31.0,32.5,3.7,8.9,0.415,1.6,3.9,0.413,2.1,5.0,0.416,2.2,2.7,0.819,0.7,3.0,3.7,7.1,1.6,0.2,3.2,1.7,11.6,,7.56,,,,,,
2449,Derrick Zimmerman,1999-00,Mississippi State,SEC,FR,30.0,0.0,16.5,1.6,4.1,0.395,1.3,3.1,0.435,0.3,1.1,0.281,0.8,1.3,0.605,0.5,1.6,2.1,1.4,1.2,0.5,1.6,1.7,4.3,,5.29,,,,,,
